EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0.0,0,INITIAL_BUFFERING,Starting,0
0,0.0,0,INITIAL_BUFFERING,Starting,0
0.005762338638305664,0.0,1,PLAY,InitialBuffering-Play,0
0.005607128143310547,0.0,1,PLAY,Writing,10000000
0.00615239143371582,0.0,0,PLAY,StillPlaying,10000000
0.0683891773223877,0.06676030158996582,1,PLAY,Writing,10000000.0
4.018627882003784,4.017032861709595,2,PLAY,Writing,10000000.0
5.007279872894287,5.000515460968018,1,PLAY,StillPlaying,10000000.0
7.35858416557312,7.357004165649414,2,PLAY,Writing,10000000.0
10.00795602798462,10.001200437545776,1,PLAY,StillPlaying,10000000.0
10.66927695274353,10.667670965194702,2,PLAY,Writing,10000000.0
13.711015462875366,13.709354162216187,3,PLAY,Writing,10000000.0
15.008500337600708,15.00172472000122,2,PLAY,StillPlaying,10000000.0
20.009320497512817,20.002562046051025,1,PLAY,StillPlaying,10000000.0
21.667405128479004,21.665841102600098,2,PLAY,Writing,10000000.0
24.932241201400757,24.93067741394043,3,PLAY,Writing,10000000.0
25.011520624160767,25.00474238395691,2,PLAY,StillPlaying,10000000.0
30.01191282272339,30.005139350891113,1,PLAY,StillPlaying,10000000.0
32.910961866378784,32.9093222618103,2,PLAY,Writing,10000000.0
35.012550830841064,35.005799531936646,1,PLAY,StillPlaying,10000000.0
36.21047329902649,36.20885491371155,2,PLAY,Writing,10000000.0
39.13120746612549,39.1296226978302,3,PLAY,Writing,10000000.0
40.012951135635376,40.00617575645447,2,PLAY,StillPlaying,10000000.0
45.01337790489197,45.006606578826904,1,PLAY,StillPlaying,10000000.0
47.22734975814819,47.22569441795349,2,PLAY,Writing,10000000.0
50.013994455337524,50.007221698760986,1,PLAY,StillPlaying,10000000.0
50.0702691078186,50.06863284111023,2,PLAY,Writing,10000000.0
52.901509046554565,52.89476537704468,3,PLAY,Writing,10000000.0
55.014456033706665,55.00768542289734,2,PLAY,StillPlaying,10000000.0
60.01501393318176,60.008246183395386,1,PLAY,StillPlaying,10000000.0
60.70545983314514,60.703805685043335,2,PLAY,Writing,10000000.0
65.01549530029297,65.00872325897217,1,PLAY,StillPlaying,10000000.0
66.14724254608154,66.1456310749054,2,PLAY,Writing,10000000.0
69.80711603164673,69.80025553703308,2,END,TheEnd,0
