EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0.0,0,INITIAL_BUFFERING,Starting,0
0,0.0,0,INITIAL_BUFFERING,Starting,0
0.0056340694427490234,0.0,1,PLAY,Writing,10000000
0.005815982818603516,0.0,1,PLAY,InitialBuffering-Play,0
0.006832122802734375,0.0,0,PLAY,StillPlaying,10000000
0.04593491554260254,0.04380083084106445,1,PLAY,Writing,10000000.0
2.5322039127349854,2.530015468597412,2,PLAY,Writing,10000000.0
5.008171796798706,5.000834226608276,1,PLAY,StillPlaying,10000000.0
6.869740009307861,6.867455244064331,2,PLAY,Writing,10000000.0
10.009081363677979,10.001731157302856,1,PLAY,StillPlaying,10000000.0
10.480363607406616,10.478164911270142,2,PLAY,Writing,10000000.0
13.041558027267456,13.03937029838562,3,PLAY,Writing,10000000.0
15.009582996368408,15.002224683761597,2,PLAY,StillPlaying,10000000.0
